0.00423393, -0.000104189, 0.0041805;
0.00470895, -0.00103744, 0.00414347;
0.00535922, -0.000915024, 0.00447376;
0.00591567, -0.000964421, 0.00519666;
0.00656909, -0.000940003, 0.00564633;
0.00721677, -0.00092927, 0.00640118;
0.00784909, -0.00121658, 0.00664405;
0.00864211, -0.0019058, 0.00693175;
0.002912, -0.000876426, 0.00252187;
0.00349289, -0.000740412, 0.00279283;
0.00398023, -0.000776231, 0.0034565;
0.00456482, -0.000738301, 0.00384709;
0.00514403, -0.000714112, 0.00454302;
0.00570824, -0.000988028, 0.00472713;
0.00643354, -0.00166399, 0.00495622;
0.00680767, -0.000774524, 0.00592665;
0.00752014, -0.000651068, 0.00654103;
0.0081938, -0.00126498, 0.00688346;
0.0100476, -0.00186447, 0.00806604;
0.00361944, -0.000817893, 0.00278982;
0.004267, -0.00148191, 0.00294983;
0.00456357, -0.000580614, 0.00385128;
0.0051987, -0.000445271, 0.00439685;
0.00579527, -0.00104733, 0.00467062;
0.00757225, -0.0016351, 0.0057847;
0.00704412, -0.0013166, 0.00574717;
0.0080229, -0.00102888, 0.00622197;
0.00828125, -0.00130507, 0.00691509;
0.00979162, 0.000133138, 0.00832774;
0.00970009, -0.00155499, 0.00820197;
0.0053261, -0.00150533, 0.00356766;
0.00471733, -0.00117855, 0.00345433;
0.00561547, -0.000882544, 0.00385342;
0.00579332, -0.00115048, 0.00447097;
0.00722326, 0.000295897, 0.00580822;
0.00705154, -0.00138392, 0.00560727;
0.00733043, -0.00170635, 0.0064766;
0.00849109, -0.00126902, 0.0070652;
0.00876068, -0.00169827, 0.00703264;
0.00985004, -0.001268, 0.00838884;
0.00469207, -0.00124981, 0.00328027;
0.00488773, -0.00156535, 0.00407357;
0.00596508, -0.00112122, 0.00458629;
0.00615135, -0.00154366, 0.004478;
0.0071573, -0.00110667, 0.00575855;
0.00753421, -0.00139303, 0.00619551;
0.00813587, -0.00164417, 0.00645666;
0.00897028, -0.00153711, 0.00748813;
0.00992152, -0.00244318, 0.0074124;
0.00508444, -0.00121938, 0.00380033;
0.00560027, -0.00146295, 0.00398648;
0.00634865, -0.00134837, 0.00494305;
0.00721366, -0.00224692, 0.00479257;
0.00740648, -0.00133673, 0.0059347;
0.0080108, -0.00172693, 0.00611408;
0.0088154, -0.0017279, 0.00724394;
0.00914122, -0.00100457, 0.00835537;
0.00997029, -0.00192224, 0.0084586;
0.00544846, -0.00150417, 0.00347851;
0.00616319, -0.00149632, 0.00452857;
0.00639878, -0.000764172, 0.00556036;
0.00713726, -0.00167297, 0.00558408;
0.00816706, -0.000122, 0.00745963;
0.00821309, -0.00167799, 0.00701351;
0.00868348, -0.00274171, 0.0077608;
0.00956422, -0.00174332, 0.00855372;
0.0103993, -0.00150458, 0.00973189;
0.00568302, -0.00146047, 0.00431091;
0.00606369, -0.00251593, 0.00497856;
0.00685419, -0.00150935, 0.00569193;
0.00759856, -0.00126234, 0.00679068;
0.00799815, -0.00176213, 0.00700554;
0.00867705, -0.00183932, 0.00787905;
0.0093483, -0.00258719, 0.00798819;
0.00977344, -0.00238143, 0.0090558;
0.01121, -0.00241552, 0.0101778;
0.0112204, -0.00259666, 0.0106494;
0.0117068, -0.000846028, 0.0120878;
0.0125653, -0.00287976, 0.0122073;
0.013731, -0.00219399, 0.0131854;
0.00607632, -0.00157319, 0.00500052;
0.00665399, -0.00231108, 0.0050264;
0.00698498, -0.00209536, 0.00601082;
0.00832679, -0.00211946, 0.00704972;
0.00824202, -0.00229057, 0.00743846;
0.00863261, -0.000529907, 0.00879413;
0.00939478, -0.00255343, 0.00883107;
0.0104637, -0.0018576, 0.00972671;
0.0105862, -0.00275816, 0.0104611;
0.0114858, -0.00289874, 0.0117045;
0.0118828, -0.00310695, 0.0121137;
0.0124687, -0.00302419, 0.0130513;
0.00601027, -0.00026623, 0.00573788;
0.00667671, -0.00227983, 0.00568743;
0.00764923, -0.00157419, 0.00649575;
0.00767471, -0.00246483, 0.00714295;
0.00847654, -0.00259554, 0.00829931;
0.00877531, -0.00279386, 0.00862154;
0.00926223, -0.0027012, 0.00947247;
0.00972988, -0.00262684, 0.0107021;
0.0109035, -0.00310086, 0.0116183;
0.0115903, -0.00326646, 0.0123047;
0.0116019, -0.00360705, 0.0128103;
0.0124598, -0.00291452, 0.0138983;
0.00617548, -0.00235521, 0.00540404;
0.00656647, -0.00224616, 0.00616341;
0.00693748, -0.00215532, 0.00730159;
0.00801376, -0.00261274, 0.00812647;
0.00860251, -0.00276169, 0.00872176;
0.00851548, -0.00308554, 0.00913632;
0.00927404, -0.00237621, 0.0101334;
0.00995016, -0.00306124, 0.0110219;
0.0107525, -0.00341296, 0.0113369;
0.0106972, -0.00389307, 0.0122261;
0.0114878, -0.00405167, 0.013589;
0.00594376, -0.0025672, 0.00575495;
0.00660665, -0.00183835, 0.00665601;
0.0071864, -0.0025037, 0.00744853;
0.00789166, -0.00283564, 0.00766772;
0.00773848, -0.00329586, 0.00846122;
0.00843058, -0.00343449, 0.00972855;
0.00876262, -0.00348818, 0.0103777;
0.00902107, -0.00361157, 0.0110002;
0.00998626, -0.00405391, 0.0116056;
0.00953458, -0.00436362, 0.0127588;
0.0110567, -0.00360878, 0.0143093;
0.00596757, -0.00284172, 0.00621721;
0.00620761, -0.00287306, 0.00676641;
0.00637332, -0.00297396, 0.00728907;
0.00724505, -0.00339365, 0.00779478;
0.00669924, -0.0036806, 0.0088484;
0.00812646, -0.00290286, 0.0102996;
0.00813811, -0.00404623, 0.010512;
0.00796268, -0.0033836, 0.0111694;
0.00897518, -0.00431892, 0.0120812;
0.009684, -0.00457298, 0.0129341;
0.0058071, -0.00228551, 0.00666789;
0.00573214, -0.00340564, 0.0067766;
0.0054694, -0.00271968, 0.00733042;
0.00639386, -0.00363145, 0.00813872;
0.00701402, -0.00386188, 0.00888825;
0.0072393, -0.00391736, 0.00994728;
0.00730921, -0.00418273, 0.0107876;
0.00832357, -0.00449887, 0.0113503;
0.00855799, -0.00454304, 0.0122036;
0.00908118, -0.00414517, 0.0139484;
0.00511584, -0.00324214, 0.00628377;
0.00510678, -0.00348228, 0.00701905;
0.00604153, -0.003773, 0.00747676;
0.00619577, -0.00379161, 0.00822528;
0.0066382, -0.003368, 0.00986544;
0.00603722, -0.0043327, 0.010179;
0.00729346, -0.00527612, 0.0107712;
0.00716063, -0.00435118, 0.0119459;
0.00783987, -0.00448125, 0.0125213;
0.00410571, -0.00367012, 0.00644632;
0.00529056, -0.00458899, 0.00693103;
0.00508586, -0.00363938, 0.0079984;
0.00569268, -0.00374456, 0.00846657;
0.00585903, -0.00474162, 0.00901421;
0.0059317, -0.00489373, 0.0101917;
0.00659574, -0.00400388, 0.0115327;
0.00648163, -0.00481062, 0.0118099;
0.00708487, -0.0042765, 0.0134249;
0.00418319, -0.00428507, 0.00635624;
0.00478313, -0.0033729, 0.00758631;
0.00460447, -0.0041571, 0.00775275;
0.00514266, -0.00360036, 0.00925714;
0.00464436, -0.00396133, 0.00983913;
0.00522149, -0.00435615, 0.0101924;
0.00511818, -0.00494485, 0.0111312;
0.00535702, -0.00469267, 0.01201;
0.00568344, -0.00518342, 0.0127489;
0.00364191, -0.00372341, 0.00623461;
0.00348119, -0.00428911, 0.00705863;
0.00366218, -0.00401381, 0.00782271;
0.00393035, -0.00448128, 0.00844707;
0.00410115, -0.00566905, 0.00944955;
0.00448519, -0.00418002, 0.0106188;
0.00471962, -0.00466371, 0.0112523;
0.00491594, -0.00473784, 0.0122079;
0.00509587, -0.00523121, 0.0129882;
0.00303931, -0.00349532, 0.00647424;
0.00322165, -0.00395438, 0.00698722;
0.00336551, -0.00400375, 0.00782234;
0.00349261, -0.00447219, 0.00848233;
0.0036848, -0.00447592, 0.00937539;
0.00381636, -0.0045175, 0.0104269;
0.00334132, -0.00415166, 0.0111588;
0.00421743, -0.00399002, 0.0128911;
0.00256662, -0.0038195, 0.0062074;
0.00204696, -0.00342884, 0.00681619;
0.00287811, -0.00324219, 0.00842561;
0.0024543, -0.0050944, 0.00844977;
0.00341861, -0.00381878, 0.00978183;
0.00290549, -0.00411005, 0.0103202;
0.00347945, -0.00451034, 0.010951;
0.00307622, -0.00471182, 0.0119939;
0.00305254, -0.00465152, 0.0131626;
0.00240517, -0.00315698, 0.00564102;
0.00187015, -0.00343404, 0.0061052;
0.00240745, -0.00381053, 0.00661289;
0.00196735, -0.00398807, 0.00753269;
0.00190653, -0.00390371, 0.00857856;
0.00212547, -0.00387265, 0.00976606;
0.00219048, -0.00451114, 0.0101711;
0.0024229, -0.00371285, 0.0117127;
0.00217489, -0.0050901, 0.0119564;
0.00250121, -0.00405663, 0.0135772;
0.0021322, -0.00469669, 0.0139838;
0.0023449, -0.00466974, 0.0152423;
0.00176031, -0.00456345, 0.0165695;
0.00193073, -0.00514635, 0.0171083;
0.00137664, -0.00391844, 0.00595435;
0.00158045, -0.00309953, 0.00737251;
0.00130366, -0.00445599, 0.00749304;
0.00160097, -0.0034017, 0.00899067;
0.00120282, -0.00402076, 0.00927437;
0.00138615, -0.00397272, 0.0104101;
0.000772028, -0.00384524, 0.0116146;
0.000912701, -0.00440683, 0.0120311;
0.00100196, -0.00449909, 0.012798;
0.00144422, -0.00416328, 0.0140874;
0.000952111, -0.00455216, 0.0148439;
0.00131438, -0.00473765, 0.0157423;
0.000776648, -0.00356812, 0.0061374;
0.000141183, -0.0034267, 0.00721672;
0.000260334, -0.00397428, 0.0075081;
0.000327938, -0.00405248, 0.0081501;
0.00074842, -0.00370255, 0.00931467;
0.000234417, -0.00407721, 0.00994655;
0.000574628, -0.00424845, 0.0107204;
0.000870463, -0.00371133, 0.0118826;
0.000629399, -0.00346499, 0.0135208;
-0.000186727, -0.0037316, 0.00572222;
0.000138739, -0.00389107, 0.00637214;
0.000419751, -0.00334214, 0.00741045;
0.00016379, -0.00308389, 0.00892501;
1.78243e-05, -0.00378846, 0.00926128;
9.97687e-05, -0.00396047, 0.00986091;
-0.000247374, -0.00419043, 0.0107455;
-0.000617563, -0.0039948, 0.0117177;
0.000291636, -0.0042843, 0.0131992;
-7.92807e-05, -0.00431615, 0.0138375;
-0.000495526, -0.00425103, 0.0150948;
-0.000111644, -0.00453634, 0.0156848;
-0.000104373, -0.00456443, 0.016938;
-0.000213568, -0.00360278, 0.00557845;
-0.000571658, -0.00382064, 0.0063373;
-0.000952877, -0.00361287, 0.0071839;
-5.47988e-05, -0.00389017, 0.00853994;
-0.000436849, -0.00390979, 0.00905297;
-0.000864317, -0.00383238, 0.0101851;
-0.000491752, -0.00410536, 0.0106503;
-0.000495837, -0.00412108, 0.0117787;
-0.00118279, -0.0035817, 0.0127384;
-0.000809188, -0.00466064, 0.0137538;
-0.000962323, -0.00441586, 0.0146485;
-0.000929275, -0.00405143, 0.0159943;
-0.000924481, -0.00357795, 0.00593742;
-0.000554217, -0.00384245, 0.00627776;
-0.000560598, -0.00384967, 0.00728151;
-0.00124986, -0.00330175, 0.00811659;
-0.00087862, -0.00437209, 0.00900766;
-0.00103411, -0.00411875, 0.00977811;
-0.00100344, -0.00374572, 0.0109999;
-0.00123064, -0.00411906, 0.0116635;
-0.00100795, -0.00444916, 0.012651;
-0.00148604, -0.00418872, 0.013975;
-0.00185586, -0.00402792, 0.0150238;
-0.00144901, -0.00417005, 0.0161178;
-0.00101858, -0.00390914, 0.00537614;
-0.000987628, -0.0035292, 0.00646848;
-0.00121454, -0.00389558, 0.00700284;
-0.000991576, -0.00421873, 0.00786121;
-0.00146938, -0.00395134, 0.00905621;
-0.00183895, -0.00378355, 0.00997624;
-0.00143188, -0.00391866, 0.0109417;
-0.00141274, -0.00398995, 0.0117808;
-0.0019357, -0.0045117, 0.0127516;
-0.00164397, -0.00383808, 0.0137382;
-0.00159902, -0.00469622, 0.0141981;
-0.00180847, -0.0036133, 0.00547534;
-0.00140062, -0.00374284, 0.00630844;
-0.00138069, -0.00380855, 0.0070154;
-0.00190286, -0.0043247, 0.00785415;
-0.00161036, -0.00364551, 0.0087089;
-0.00156463, -0.00449803, 0.0090371;
-0.00177476, -0.00390696, 0.0104179;
-0.00203729, -0.00355804, 0.0116552;
-0.00239986, -0.00365996, 0.0122543;
-0.00207221, -0.00353643, 0.0137388;
-0.00231981, -0.00357945, 0.0145315;
-0.00155394, -0.00427803, 0.00453696;
-0.00176393, -0.00367979, 0.00578553;
-0.00202634, -0.00332365, 0.00689067;
-0.00238879, -0.00341832, 0.00735778;
-0.00206107, -0.00328752, 0.00871037;
-0.00230857, -0.00332324, 0.00937145;
-0.00226373, -0.00219452, 0.011357;
-0.00266005, -0.00321087, 0.0113835;
-0.00222302, -0.00319972, 0.0124994;
-0.00333567, -0.00317476, 0.0136384;
-0.00208266, -0.00329631, 0.00500059;
-0.00203054, -0.00216684, 0.00685755;
-0.00241955, -0.00318238, 0.00675561;
-0.00197519, -0.00317049, 0.00774325;
-0.00308046, -0.0031448, 0.00875413;
-0.00307098, -0.00329333, 0.00962868;
-0.00236051, -0.00170448, 0.0111167;
-0.00318841, -0.00353487, 0.0114137;
-0.00360708, -0.00358912, 0.0121321;
-0.00273711, -0.00323479, 0.00517695;
-0.00201583, -0.00164415, 0.00653402;
-0.00283284, -0.00347266, 0.00670022;
-0.00324061, -0.00352513, 0.0072879;
-0.00346766, -0.00345087, 0.00853551;
-0.00359641, -0.00333292, 0.00946883;
-0.00356103, -0.00302914, 0.0106806;
-0.00365137, -0.00280401, 0.0120425;
-0.00369236, -0.00336989, 0.012832;
-0.00309663, -0.00337518, 0.00503603;
-0.003045, -0.00307296, 0.00611727;
-0.00311903, -0.00284938, 0.00734887;
-0.00314365, -0.00341683, 0.00800819;
-0.00348834, -0.00382134, 0.00852054;
-0.00391557, -0.00418571, 0.00899153;
-0.0039091, -0.00320929, 0.0110558;
-0.00447659, -0.00317011, 0.0119296;
-0.00473169, -0.00338645, 0.0128409;
-0.00326092, -0.00420238, 0.00458959;
-0.00323316, -0.00322671, 0.00652422;
-0.00377928, -0.00318824, 0.00726854;
-0.00401295, -0.00340532, 0.00805051;
-0.00408332, -0.00360406, 0.0088668;
-0.00519973, -0.0032626, 0.0105645;
-0.00458927, -0.00446651, 0.0108019;
-0.00534773, -0.00549191, 0.0114352;
-0.00537202, -0.00361538, 0.0130885;
-0.00574507, -0.00442951, 0.0137158;
-0.00560812, -0.0035726, 0.0152326;
-0.00626936, -0.00417311, 0.0159603;
-0.00663579, -0.00427988, 0.0172685;
-0.0043864, -0.00322568, 0.00616133;
-0.00374954, -0.00442853, 0.00626907;
-0.00448147, -0.00545295, 0.00677279;
-0.00447917, -0.00357552, 0.00829667;
-0.00482553, -0.00438865, 0.00879472;
-0.00466182, -0.00353081, 0.0101825;
-0.0052962, -0.00413036, 0.0107813;
-0.00563575, -0.00423621, 0.0119608;
-0.00598891, -0.00447369, 0.0126666;
-0.00610816, -0.00387969, 0.0140288;
-0.00620217, -0.00418453, 0.0150895;
-0.00626232, -0.00435465, 0.0160769;
-0.0037776, -0.00345801, 0.00573973;
-0.0043833, -0.00405535, 0.00620772;
-0.00469407, -0.00415903, 0.00725653;
-0.00501838, -0.00439435, 0.00783178;
-0.00510869, -0.00379821, 0.00906349;
-0.00517367, -0.00410091, 0.00999394;
-0.0052047, -0.0042689, 0.0108513;
-0.00537462, -0.00352129, 0.0116358;
-0.00581029, -0.0039604, 0.0129646;
-0.00618398, -0.00395084, 0.0140019;
-0.00601511, -0.00397384, 0.014851;
-0.00647126, -0.00386262, 0.0161823;
-0.00422798, -0.00408577, 0.00557849;
-0.0042284, -0.00425349, 0.00630578;
-0.00436788, -0.00350575, 0.00696121;
-0.00477302, -0.00394469, 0.00816107;
-0.00511614, -0.00393503, 0.00906978;
-0.00491667, -0.00395797, 0.00979064;
-0.00534213, -0.00384672, 0.0109939;
-0.00588691, -0.00299859, 0.0129018;
-0.00584539, -0.00385917, 0.0131129;
-0.00538661, -0.00304588, 0.0143553;
-0.00626433, -0.00355422, 0.0150872;
-0.00387538, -0.00393116, 0.00535604;
-0.00426743, -0.00381936, 0.00642936;
-0.00477874, -0.00297071, 0.0082076;
-0.00470369, -0.00383072, 0.00828939;
-0.00421128, -0.00301696, 0.0094026;
-0.00505525, -0.00352478, 0.0100056;
-0.00486031, -0.00359133, 0.0109187;
-0.00537974, -0.00351763, 0.0118797;
-0.0056987, -0.00333697, 0.0128469;
-0.00582035, -0.00355576, 0.013749;
-0.00614724, -0.0033362, 0.0149021;
-0.00411937, -0.00332655, 0.00544091;
-0.00389446, -0.00338696, 0.00622031;
-0.00438382, -0.00330714, 0.00704786;
-0.00467267, -0.00312034, 0.00788176;
-0.00476415, -0.00333299, 0.00865093;
-0.00506082, -0.00310731, 0.00967135;
-0.0052718, -0.00363495, 0.0102812;
-0.00570633, -0.00211866, 0.0118804;
-0.00513228, -0.00299963, 0.0123048;
-0.00572249, -0.00383944, 0.0133754;
-0.00574872, -0.00323687, 0.014353;
-0.00426736, -0.00305812, 0.00521438;
-0.00445299, -0.00358443, 0.00569369;
-0.00486214, -0.00206686, 0.00716254;
-0.00426268, -0.00294644, 0.00745691;
-0.00482738, -0.00378495, 0.00839771;
-0.00482809, -0.00318118, 0.00924575;
-0.00490988, -0.00297367, 0.0101805;
-0.00500374, -0.00298849, 0.0110974;
1.14522, -0.87517, -0.155565;
0.135006, -0.149934, 0.70478;
-0.00415848, -0.00316484, 0.00492761;
-0.00421894, -0.00295704, 0.00573589;
-0.00429143, -0.0029716, 0.0065266;
1.14596, -0.875153, -0.160262;
0.135861, -0.149994, 0.699946;
1.10158, -0.902761, -0.565498;
0.736594, -1.26953, 1.7837;
0.753436, -1.30202, -0.30451;
-0.487557, 1.14076, -0.645873;
1.10253, -0.903073, -0.56958;
0.737656, -1.26992, 1.77946;
0.754589, -1.30252, -0.308749;
-0.486307, 1.14014, -0.650251;
0.927767, 0.401769, -0.452929;
-2.72897, -0.188677, -0.041628;
-0.488726, 0.72731, -1.30166;
-0.221815, -0.017883, 0.808939;
-1.03613, 1.33385, 2.93544;
-2.7277, -0.189227, -0.0457723;
-0.48764, 0.726741, -1.30585;
-0.220734, -0.0184124, 0.804548;
-1.03504, 1.3333, 2.93099;
-1.28783, 0.562259, 0.892352;
0.556435, -2.18559, -3.49767;
-0.465902, 0.843923, -0.57202;
-0.00667259, -0.174021, 0.452003;
1.02495, -1.1765, 0.302799;
0.556513, -2.1855, -3.50148;
-0.465823, 0.844013, -0.575952;
-0.00662623, -0.173863, 0.44792;
1.025, -1.17635, 0.298635;
1.20289, -0.571469, 0.402255;
1.01239, 0.475685, 2.01167;
-0.849066, 0.897023, 0.0758606;
0.374649, -2.79077, 1.36233;
0.360294, -1.26119, -0.805091;
1.01262, 0.475685, 2.00776;
-0.848758, 0.897057, 0.0719571;
0.374902, -2.79066, 1.35832;
0.360586, -1.26131, -0.809116;
-0.061723, 1.01844, -2.34655;
-0.275587, -0.328053, -0.189881;
0.352561, -0.142352, 0.0580675;
0.85241, -1.51383, 0.700596;
-0.535739, -0.260709, 0.537067;
-0.275223, -0.328168, -0.193767;
0.352917, -0.142495, 0.0540555;
0.852805, -1.51398, 0.696473;
-0.535264, -0.260996, 0.53288;
0.687639, -1.91463, 0.351028;
-0.865062, 0.277836, 0.37654;
-2.01994, 0.0671087, -1.44253;
-1.15348, 0.611987, 0.301089;
-0.810568, -0.0941601, 0.928756;
-0.864491, 0.277052, 0.372862;
-2.01942, 0.0663199, -1.44629;
-1.15309, 0.611179, 0.297122;
-0.810259, -0.0949422, 0.924699;
0.817781, -0.94161, 0.654577;
-2.32831, 0.494807, -0.852567;
-0.849733, 1.21962, 1.70641;
-1.0942, -0.354812, -0.144398;
-1.28135, 0.565128, -0.526409;
-2.32835, 0.494381, -0.856231;
-0.849931, 1.21921, 1.70258;
-1.09447, -0.355134, -0.14822;
-1.28171, 0.564767, -0.530347;
-0.781333, -0.162138, -0.0642713;
2.0603, -1.04485, 1.20368;
-0.708068, 1.70419, 0.749948;
-0.787392, 0.227696, -0.661358;
0.633733, -0.429215, 1.4373;
0.735628, 0.320386, 0.0855095;
0.0335891, 0.589548, -0.0608217;
0.0663346, -0.647665, -0.423036;
0.455374, 0.207249, -2.13683;
2.05931, -1.04476, 1.19982;
-0.708944, 1.70421, 0.746051;
-0.788349, 0.227843, -0.665316;
0.632684, -0.429045, 1.43318;
0.734603, 0.320523, 0.0813908;
0.0326011, 0.589719, -0.0650411;
0.0653224, -0.647433, -0.427368;
0.45434, 0.207421, -2.14131;
-0.470349, -0.756107, 0.385307;
1.69063, -0.0558288, 0.268555;
-0.70212, 0.934467, -0.704285;
1.06278, -0.45843, -0.658372;
0.0322439, 0.589705, -0.0688518;
0.064956, -0.647405, -0.431295;
0.453968, 0.2074, -2.14538;
-0.470698, -0.756112, 0.380977;
1.69023, -0.0558986, 0.264136;
-0.702378, 0.934389, -0.708797;
1.06245, -0.458419, -0.663058;
0.650973, -1.79508, -0.491699;
-0.320083, -2.35129, -1.66181;
0.943134, 0.613868, 1.19233;
-0.694366, -0.753554, -0.0726727;
1.63127, -0.765887, 1.27638;
-0.702266, 0.934232, -0.712925;
1.06252, -0.458514, -0.667353;
0.65112, -1.79521, -0.496159;
-0.31988, -2.35157, -1.66642;
0.943315, 0.613376, 1.18747;
-0.694094, -0.754005, -0.0775734;
1.63148, -0.766423, 1.27135;
-0.563902, 1.27019, -1.49051;
1.365, 0.305496, -0.7502;
0.738087, -0.0621841, -0.194474;
-1.78127, -0.464007, 1.62494;
-0.693501, -0.754572, -0.0820197;
1.63204, -0.767062, 1.26677;
-0.5632, 1.26947, -1.49513;
1.36568, 0.30486, -0.755062;
0.7389, -0.062813, -0.199522;
-1.78037, -0.464659, 1.61974;
-0.0482398, 9.30204e-05, 0.328339;
-1.06779, 0.536118, -0.877863;
-1.13968, 0.985086, 0.819148;
1.26661, 0.0553553, 0.277675;
-1.61317, 0.294623, 0.807525;
-1.77926, -0.465326, 1.61506;
-0.0472184, -0.00062798, 0.323622;
-1.06674, 0.535374, -0.882693;
-1.13868, 0.984364, 0.814121;
1.26754, 0.0546962, 0.272573;
-1.6121, 0.29395, 0.802312;
0.531833, 0.881095, 0.558597;
0.400594, -0.42342, 0.828078;
0.323922, 0.119893, 0.461202;
2.90704, 0.723121, -0.584938;
-1.61126, 0.293597, 0.797706;
0.532587, 0.880752, 0.553906;
0.40141, -0.423708, 0.82329;
0.324795, 0.119563, 0.45634;
2.90796, 0.722791, -0.589897;
0.219282, 0.659961, -1.68186;
0.312058, 0.631, 1.25968;
1.09856, 0.380388, -0.858633;
-0.376272, -1.69006, 0.0967254;
0.0529999, 0.275127, 0.575023;
0.22072, 0.659855, -1.68658;
0.313556, 0.630937, 1.25471;
1.10013, 0.380371, -0.863659;
-0.374572, -1.69005, 0.0914996;
0.0547188, 0.274996, 0.569663;
-1.47085, 0.175645, -0.871114;
1.5913, -1.79324, 1.12053;
1.68107, 0.803297, 0.962089;
-0.632024, -0.131609, 0.559261;
-1.46897, 0.175562, -0.875888;
1.59313, -1.79332, 1.11556;
1.68308, 0.803086, 0.957052;
-0.629826, -0.131763, 0.554152;
2.45968, 0.506682, -0.787848;
0.0456188, -1.58289, 1.10012;
-1.12766, 0.94042, 0.216274;
1.32082, -0.712923, -0.667893;
-1.55109, 0.251969, -1.30483;
-1.82327, 1.0024, -0.99988;
0.048003, -1.58299, 1.09536;
-1.12519, 0.9402, 0.211441;
1.32328, -0.71308, -0.67285;
-1.54846, 0.251751, -1.30998;
-1.82069, 1.00219, -1.00526;
0.321624, 1.7696, 0.524564;
1.09607, -0.592938, -0.719481;
-0.135128, -0.775984, 1.89541;
0.64513, 0.418742, 0.0725608;
0.323389, 1.76963, 0.519675;
1.09791, -0.592785, -0.724481;
-0.133148, -0.77587, 1.89022;
0.647159, 0.418798, 0.0673593;
-0.187148, 0.0543933, 0.563518;
0.971622, 0.492413, 0.97432;
0.613301, -0.571266, -0.0898789;
-0.370845, -1.22684, 0.223158;
0.41643, -0.707762, -1.83944;
0.973983, 0.492558, 0.969695;
0.615804, -0.571082, -0.0945786;
-0.36822, -1.2267, 0.218317;
0.419104, -0.707708, -1.8444;
-0.617701, 0.686564, 1.15538;
-0.776669, 1.755, 1.52382;
0.120524, -2.0195, -1.04287;
-0.728866, -1.3947, 0.598592;
-0.429381, -1.16441, -0.748698;
-0.774142, 1.75493, 1.51922;
0.123077, -2.01945, -1.04751;
-0.726227, -1.39481, 0.593749;
-0.42672, -1.16462, -0.753634;
-0.383726, -0.793487, -1.57699;
-0.0311451, -0.84073, 1.00854;
-2.1883, -1.60818, -1.01481;
-1.67306, 1.73987, -0.609588;
-1.87974, 0.730606, -0.136181;
-0.0289398, -0.841093, 1.00389;
-2.18602, -1.60862, -1.01954;
-1.67088, 1.7393, -0.614514;
-1.87762, 0.730161, -0.141287;
-0.885853, 0.148769, 0.464138;
0.185931, 0.271517, 0.0101988;
1.12561, -0.690313, -1.49282;
0.783098, -1.63598, 0.206277;
-0.363508, -0.982384, -0.182049;
0.187412, 0.27169, 0.00543772;
1.12715, -0.690116, -1.49772;
0.784769, -1.63583, 0.201137;
-0.361726, -0.982357, -0.187317;
-0.494634, 0.409934, -0.443558;
1.59677, -0.565367, 0.998314;
0.568144, -1.95487, 0.134897;
0.93275, 0.81583, 0.8458;
0.71089, -0.151594, 0.421261;
-0.24909, -0.684771, 0.363517;
